Phish-1588253943193-cts24,"<p>phish</p>",https://open.spotify.com/playlist/2YTLygiWt91w2D4lqLbnib?si=PyY4AUvoQSWqgl5I7KaEzQ,"Phish","Phish",1,cts24
Phish-1612559089799-cts24,"<p>Here is my playlist</p>
<p>&nbsp;- lots of good songs</p>",https://open.spotify.com/playlist/4ggetJboPAgz2uUsrch2VV?si=c3hiprSPQn2SHxf5sOofSw,"Phish","Phish",4,cts24
Phish-1629924270162-spotify,"<p>If you want to learn about Phish you must check out this playlist.</p>",https://open.spotify.com/playlist/37i9dQZF1DZ06evO3fq5Og?si=PA0llRfNTVeXeGQwW65fJQ,"Phish","Phish",50,spotify
