Oasis-1588253913098-spotify,"<p>oasis!</p>",https://open.spotify.com/playlist/37i9dQZF1DWXupFIUw7TOC?si=DGIUt6aUSlOOMp9jcViM5g,"Oasis","Oasis",51,spotify
Oasis-1629923631828-lneusol53430lr47t1bfmbg1y,"<p>If you want to learn more about Oasis, check out this playlist.</p>",https://open.spotify.com/playlist/0Od0T2Kcg77j14eN6acHyA?si=6hSfLiejSU-h38lOKM_l_Q,"Oasis","Oasis",55,lneusol53430lr47t1bfmbg1y
